word,entity,name,alignment
it,O,X,X
over,O,X,X
your,O,X,X
shoulders,O,X,X
you,O,X,X
only,O,X,X
have,O,X,X
to,O,X,X
wish,O,X,X
to,O,X,X
be,O,X,X
in,O,X,X
a,O,X,X
certain,O,X,X
place,O,X,X
and,O,X,X
you,O,X,X
will,O,X,X
be,O,X,X
there,O,X,X
in,O,X,X
the,O,X,X
twinkling,O,X,X
of,O,X,X
an,O,X,X
eye,O,X,X
Take,O,X,X
out,O,X,X
the,O,X,X
heart,O,X,X
of,O,X,X
the,B,Bird,neutral
dead,I,Bird,neutral
bird,I,Bird,neutral
and,O,X,X
swallow,O,X,X
it,O,X,X
whole,O,X,X
and,O,X,X
every,O,X,X
morning,O,X,X
early,O,X,X
when,O,X,X
you,O,X,X
get,O,X,X
up,O,X,X
you,O,X,X
will,O,X,X
find,O,X,X
a,O,X,X
gold,O,X,X
piece,O,X,X
under,O,X,X
your,O,X,X
pillow,O,X,X
The,B,Huntsman,good
huntsman,I,Huntsman,good
thanked,O,X,X
the,B,Crone,neutral
wise,I,Crone,neutral
woman,I,Crone,neutral
and,O,X,X
thought,O,X,X
to,O,X,X
himself,O,X,X
Those,O,X,X
are,O,X,X
fine,O,X,X
things,O,X,X
that,O,X,X
she,O,X,X
has,O,X,X
promised,O,X,X
me,O,X,X
if,O,X,X
all,O,X,X
does,O,X,X
but,O,X,X
come,O,X,X
true,O,X,X
And,O,X,X
verily,O,X,X
when,O,X,X
he,O,X,X
had,O,X,X
walked,O,X,X
about,O,X,X
a,O,X,X
hundred,O,X,X
paces,O,X,X
he,O,X,X
heard,O,X,X
in,O,X,X
the,O,X,X
branches,O,X,X
above,O,X,X
him,O,X,X
such,O,X,X
a,O,X,X
screaming,O,X,X
and,O,X,X
twittering,O,X,X
that,O,X,X
he,O,X,X
looked,O,X,X
up,O,X,X
and,O,X,X
saw,O,X,X
there,O,X,X
a,B,Birds,neutral
crowd,I,Birds,neutral
of,I,Birds,neutral
birds,I,Birds,neutral
who,O,X,X
were,O,X,X
tearing,O,X,X
a,O,X,X
piece,O,X,X
of,O,X,X
cloth,O,X,X
about,O,X,X
with,O,X,X
their,O,X,X
beaks,O,X,X
and,O,X,X
claws,O,X,X
and,O,X,X
tugging,O,X,X
and,O,X,X
fighting,O,X,X
as,O,X,X
if,O,X,X
each,O,X,X
wanted,O,X,X
to,O,X,X
have,O,X,X
it,O,X,X
all,O,X,X
to,O,X,X
himself,O,X,X
Well,O,X,X
said,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
this,O,X,X
is,O,X,X
wonderful,O,X,X
it,O,X,X
has,O,X,X
really,O,X,X
come,O,X,X
to,O,X,X
pass,O,X,X
just,O,X,X
as,O,X,X
the,B,Crone,good
old,I,Crone,good
wife,I,Crone,good
foretold,O,X,X
and,O,X,X
he,O,X,X
took,O,X,X
the,O,X,X
gun,O,X,X
from,O,X,X
his,O,X,X
shoulder,O,X,X
aimed,O,X,X
and,O,X,X
fired,O,X,X
right,O,X,X
into,O,X,X
the,O,X,X
midst,O,X,X
of,O,X,X
them,O,X,X
so,O,X,X
that,O,X,X
the,O,X,X
feathers,O,X,X
flew,O,X,X
about,O,X,X
The,B,Birds,neutral
birds,I,Birds,neutral
instantly,O,X,X
took,O,X,X
to,O,X,X
flight,O,X,X
with,O,X,X
loud,O,X,X
outcries,O,X,X
but,O,X,X
one,O,X,X
dropped,O,X,X
down,O,X,X
dead,O,X,X
and,O,X,X
the,O,X,X
cloak,O,X,X
fell,O,X,X
at,O,X,X
the,O,X,X
same,O,X,X
time,O,X,X
Then,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
did,O,X,X
as,O,X,X
the,B,Crone,neutral
old,I,Crone,neutral
woman,I,Crone,neutral
had,O,X,X
directed,O,X,X
him,O,X,X
cut,O,X,X
open,O,X,X
the,B,Bird,neutral
bird,I,Bird,neutral
sought,O,X,X
the,O,X,X
heart,O,X,X
swallowed,O,X,X
it,O,X,X
down,O,X,X
and,O,X,X
took,O,X,X
the,O,X,X
cloak,O,X,X
home,O,X,X
with,O,X,X
him,O,X,X
Next,O,X,X
morning,O,X,X
when,O,X,X
he,O,X,X
awoke,O,X,X
the,O,X,X
promise,O,X,X
occurred,O,X,X
to,O,X,X
him,O,X,X
and,O,X,X
he,O,X,X
wished,O,X,X
to,O,X,X
see,O,X,X
if,O,X,X
it,O,X,X
also,O,X,X
had,O,X,X
been,O,X,X
fulfilled,O,X,X
When,O,X,X
he,O,X,X
lifted,O,X,X
up,O,X,X
the,O,X,X
pillow,O,X,X
the,O,X,X
gold,O,X,X
piece,O,X,X
shone,O,X,X
in,O,X,X
his,O,X,X
eyes,O,X,X
and,O,X,X
next,O,X,X
day,O,X,X
he,O,X,X
found,O,X,X
another,O,X,X
and,O,X,X
so,O,X,X
it,O,X,X
went,O,X,X
on,O,X,X
every,O,X,X
time,O,X,X
he,O,X,X
got,O,X,X
up,O,X,X
He,O,X,X
gathered,O,X,X
together,O,X,X
a,O,X,X
heap,O,X,X
of,O,X,X
gold,O,X,X
but,O,X,X
at,O,X,X
last,O,X,X
he,O,X,X
thought,O,X,X
Of,O,X,X
what,O,X,X
use,O,X,X
is,O,X,X
all,O,X,X
my,O,X,X
gold,O,X,X
to,O,X,X
me,O,X,X
if,O,X,X
I,O,X,X
stay,O,X,X
at,O,X,X
home,O,X,X
I,O,X,X
will,O,X,X
go,O,X,X
forth,O,X,X
and,O,X,X
see,O,X,X
the,O,X,X
world,O,X,X
He,O,X,X
then,O,X,X
took,O,X,X
leave,O,X,X
of,O,X,X
his,O,X,X
parents,B,Parents,neutral
buckled,O,X,X
on,O,X,X
his,O,X,X
huntsmans,O,X,X
pouch,O,X,X
and,O,X,X
gun,O,X,X
and,O,X,X
went,O,X,X
out,O,X,X
into,O,X,X
the,O,X,X
world,O,X,X
It,O,X,X
came,O,X,X
to,O,X,X
pass,O,X,X
that,O,X,X
one,O,X,X
day,O,X,X
he,O,X,X
travelled,O,X,X
through,O,X,X
a,O,X,X
dense,O,X,X
forest,O,X,X
and,O,X,X
when,O,X,X
he,O,X,X
came,O,X,X
to,O,X,X
the,O,X,X
end,O,X,X
of,O,X,X
it,O,X,X
in,O,X,X
the,O,X,X
plain,O,X,X
before,O,X,X
him,O,X,X
stood,O,X,X
a,O,X,X
fine,O,X,X
castle,O,X,X
An,O,X,X
old,B,Old Woman,neutral
woman,I,Old Woman,neutral
was,O,X,X
standing,O,X,X
with,O,X,X
a,O,X,X
wonderfully,O,X,X
beautiful,B,Maiden,good
maiden,I,Maiden,good
looking,O,X,X
out,O,X,X
of,O,X,X
one,O,X,X
of,O,X,X
the,O,X,X
windows,O,X,X
The,B,Old Woman,bad
old,I,Old Woman,bad
woman,I,Old Woman,bad
however,O,X,X
was,O,X,X
a,O,X,X
witch,O,X,X
and,O,X,X
said,O,X,X
to,O,X,X
the,B,Maiden,neutral
maiden,I,Maiden,neutral
There,O,X,X
comes,O,X,X
one,O,X,X
out,O,X,X
of,O,X,X
the,O,X,X
forest,O,X,X
who,O,X,X
has,O,X,X
a,O,X,X
wonderful,O,X,X
treasure,O,X,X
in,O,X,X
his,O,X,X
body,O,X,X
we,O,X,X
must,O,X,X
filch,O,X,X
it,O,X,X
from,O,X,X
him,O,X,X
my,O,X,X
dear,B,Maiden,neutral
daughter,I,Maiden,neutral
it,O,X,X
is,O,X,X
more,O,X,X
suitable,O,X,X
for,O,X,X
us,O,X,X
than,O,X,X
for,O,X,X
him,O,X,X
He,O,X,X
has,O,X,X
a,O,X,X
birds,O,X,X
heart,O,X,X
about,O,X,X
him,O,X,X
by,O,X,X
means,O,X,X
of,O,X,X
which,O,X,X
a,O,X,X
gold,O,X,X
piece,O,X,X
lies,O,X,X
every,O,X,X
morning,O,X,X
under,O,X,X
his,O,X,X
pillow,O,X,X
She,O,X,X
told,O,X,X
her,O,X,X
what,O,X,X
she,O,X,X
was,O,X,X
to,O,X,X
do,O,X,X
to,O,X,X
get,O,X,X
it,O,X,X
and,O,X,X
what,O,X,X
part,O,X,X
she,O,X,X
had,O,X,X
to,O,X,X
play,O,X,X
and,O,X,X
finally,O,X,X
threatened,O,X,X
her,O,X,X
and,O,X,X
said,O,X,X
with,O,X,X
angry,O,X,X
eyes,O,X,X
And,O,X,X
if,O,X,X
you,O,X,X
do,O,X,X
not,O,X,X
attend,O,X,X
to,O,X,X
what,O,X,X
I,O,X,X
say,O,X,X
it,O,X,X
will,O,X,X
be,O,X,X
the,O,X,X
worse,O,X,X
for,O,X,X
you,O,X,X
Now,O,X,X
when,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
came,O,X,X
nearer,O,X,X
he,O,X,X
descried,O,X,X
the,B,Maiden,neutral
maiden,I,Maiden,neutral
and,O,X,X
said,O,X,X
to,O,X,X
himself,O,X,X
I,O,X,X
have,O,X,X
travelled,O,X,X
about,O,X,X
for,O,X,X
such,O,X,X
a,O,X,X
long,O,X,X
time,O,X,X
I,O,X,X
will,O,X,X
take,O,X,X
a,O,X,X
rest,O,X,X
for,O,X,X
once,O,X,X
and,O,X,X
enter,O,X,X
that,O,X,X
beautiful,O,X,X
castle,O,X,X
I,O,X,X
have,O,X,X
certainly,O,X,X
money,O,X,X
enough,O,X,X
Nevertheless,O,X,X
the,O,X,X
real,O,X,X
reason,O,X,X
was,O,X,X
that,O,X,X
he,O,X,X
had,O,X,X
caught,O,X,X
sight,O,X,X
of,O,X,X
the,B,Maiden,good
pretty,I,Maiden,good
girl,I,Maiden,good
He,O,X,X
entered,O,X,X
the,O,X,X
house,O,X,X
and,O,X,X
was,O,X,X
well,O,X,X
received,O,X,X
and,O,X,X
courteously,O,X,X
entertained,O,X,X
Before,O,X,X
long,O,X,X
he,O,X,X
was,O,X,X
so,O,X,X
much,O,X,X
in,O,X,X
love,O,X,X
with,O,X,X
the,B,Maiden,bad
young,I,Maiden,bad
witch,I,Maiden,bad
that,O,X,X
he,O,X,X
no,O,X,X
longer,O,X,X
thought,O,X,X
of,O,X,X
anything,O,X,X
else,O,X,X
and,O,X,X
only,O,X,X
saw,O,X,X
things,O,X,X
as,O,X,X
she,O,X,X
saw,O,X,X
them,O,X,X
and,O,X,X
did,O,X,X
what,O,X,X
she,O,X,X
desired,O,X,X
The,B,Old Woman,bad
old,I,Old Woman,bad
woman,I,Old Woman,bad
then,O,X,X
said,O,X,X
Now,O,X,X
we,O,X,X
must,O,X,X
have,O,X,X
the,O,X,X
birds,O,X,X
heart,O,X,X
he,O,X,X
will,O,X,X
never,O,X,X
miss,O,X,X
it,O,X,X
She,O,X,X
prepared,O,X,X
a,O,X,X
drink,O,X,X
and,O,X,X
when,O,X,X
it,O,X,X
was,O,X,X
ready,O,X,X
poured,O,X,X
it,O,X,X
into,O,X,X
a,O,X,X
cup,O,X,X
and,O,X,X
gave,O,X,X
it,O,X,X
to,O,X,X
the,B,Maiden,bad
maiden,I,Maiden,bad
who,O,X,X
was,O,X,X
to,O,X,X
present,O,X,X
it,O,X,X
to,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
She,O,X,X
did,O,X,X
so,O,X,X
saying,O,X,X
Now,O,X,X
my,O,X,X
dearest,O,X,X
drink,O,X,X
to,O,X,X
me,O,X,X
So,O,X,X
he,O,X,X
took,O,X,X
the,O,X,X
cup,O,X,X
and,O,X,X
when,O,X,X
he,O,X,X
had,O,X,X
swallowed,O,X,X
the,O,X,X
draught,O,X,X
he,O,X,X
brought,O,X,X
up,O,X,X
the,O,X,X
heart,O,X,X
of,O,X,X
the,B,Brid,neutral
bird,I,Brid,neutral
The,B,Maiden,bad
girl,I,Maiden,bad
had,O,X,X
to,O,X,X
take,O,X,X
it,O,X,X
away,O,X,X
secretly,O,X,X
and,O,X,X
swallow,O,X,X
it,O,X,X
herself,O,X,X
for,O,X,X
the,B,Old Woman,bad
old,I,Old Woman,bad
woman,I,Old Woman,bad
would,O,X,X
have,O,X,X
it,O,X,X
so,O,X,X
Thenceforward,O,X,X
he,O,X,X
found,O,X,X
no,O,X,X
more,O,X,X
gold,O,X,X
under,O,X,X
his,O,X,X
pillow,O,X,X
but,O,X,X
it,O,X,X
lay,O,X,X
instead,O,X,X
under,O,X,X
that,O,X,X
of,O,X,X
the,B,Maiden,neutral
maiden,I,Maiden,neutral
from,O,X,X
whence,O,X,X
the,B,Old Woman,bad
old,I,Old Woman,bad
woman,I,Old Woman,bad
fetched,O,X,X
it,O,X,X
away,O,X,X
every,O,X,X
morning,O,X,X
but,O,X,X
he,O,X,X
was,O,X,X
so,O,X,X
much,O,X,X
in,O,X,X
love,O,X,X
and,O,X,X
so,O,X,X
befooled,O,X,X
that,O,X,X
he,O,X,X
thought,O,X,X
of,O,X,X
nothing,O,X,X
else,O,X,X
but,O,X,X
of,O,X,X
passing,O,X,X
his,O,X,X
time,O,X,X
with,O,X,X
the,B,Maiden,neutral
girl,I,Maiden,neutral
Then,O,X,X
the,B,Old Woman,bad
old,I,Old Woman,bad
witch,I,Old Woman,bad
said,O,X,X
We,O,X,X
have,O,X,X
the,O,X,X
birds,O,X,X
heart,O,X,X
but,O,X,X
we,O,X,X
must,O,X,X
also,O,X,X
take,O,X,X
the,O,X,X
wishingcloak,O,X,X
away,O,X,X
from,O,X,X
him,O,X,X
The,B,Maiden,good
girl,I,Maiden,good
answered,O,X,X
We,O,X,X
will,O,X,X
leave,O,X,X
him,O,X,X
that,O,X,X
he,O,X,X
has,O,X,X
lost,O,X,X
his,O,X,X
wealth,O,X,X
The,B,Old Woman,bad
old,I,Old Woman,bad
woman,I,Old Woman,bad
was,O,X,X
angry,O,X,X
and,O,X,X
said,O,X,X
Such,O,X,X
a,O,X,X
mantle,O,X,X
is,O,X,X
a,O,X,X
wonderful,O,X,X
thing,O,X,X
and,O,X,X
is,O,X,X
seldom,O,X,X
to,O,X,X
be,O,X,X
found,O,X,X
in,O,X,X
this,O,X,X
world,O,X,X
I,O,X,X
must,O,X,X
and,O,X,X
will,O,X,X
have,O,X,X
it,O,X,X
She,O,X,X
gave,O,X,X
the,B,Maiden,neutral
girl,I,Maiden,neutral
several,O,X,X
blows,O,X,X
and,O,X,X
said,O,X,X
that,O,X,X
if,O,X,X
she,O,X,X
did,O,X,X
not,O,X,X
obey,O,X,X
it,O,X,X
should,O,X,X
fare,O,X,X
ill,O,X,X
with,O,X,X
her,O,X,X
So,O,X,X
she,O,X,X
did,O,X,X
the,O,X,X
old,O,X,X
womans,O,X,X
bidding,O,X,X
placed,O,X,X
herself,O,X,X
at,O,X,X
the,O,X,X
window,O,X,X
and,O,X,X
looked,O,X,X
on,O,X,X
the,O,X,X
distant,O,X,X
country,O,X,X
as,O,X,X
if,O,X,X
she,O,X,X
were,O,X,X
very,O,X,X
sorrowful,O,X,X
The,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
asked,O,X,X
Why,O,X,X
dost,O,X,X
thou,O,X,X
stand,O,X,X
there,O,X,X
so,O,X,X
sorrowfully,O,X,X
Ah,O,X,X
my,O,X,X
beloved,O,X,X
was,O,X,X
her,O,X,X
answer,O,X,X
over,O,X,X
yonder,O,X,X
lies,O,X,X
the,O,X,X
Garnet,O,X,X
Mountain,O,X,X
where,O,X,X
the,O,X,X
precious,O,X,X
stones,O,X,X
grow,O,X,X
I,O,X,X
long,O,X,X
for,O,X,X
them,O,X,X
so,O,X,X
much,O,X,X
that,O,X,X
when,O,X,X
I,O,X,X
think,O,X,X
of,O,X,X
them,O,X,X
I,O,X,X
feel,O,X,X
quite,O,X,X
sad,O,X,X
but,O,X,X
who,O,X,X
can,O,X,X
get,O,X,X
them,O,X,X
Only,O,X,X
the,O,X,X
birds,O,X,X
they,O,X,X
fly,O,X,X
and,O,X,X
can,O,X,X
reach,O,X,X
them,O,X,X
but,O,X,X
a,O,X,X
man,O,X,X
never,O,X,X
Hast,O,X,X
thou,O,X,X
nothing,O,X,X
else,O,X,X
to,O,X,X
complain,O,X,X
of,O,X,X
said,O,X,X
the,B,Huntsman,good
huntsman,I,Huntsman,good
I,O,X,X
will,O,X,X
soon,O,X,X
remove,O,X,X
that,O,X,X
burden,O,X,X
from,O,X,X
thy,O,X,X
heart,O,X,X
With,O,X,X
that,O,X,X
he,O,X,X
drew,O,X,X
her,O,X,X
under,O,X,X
his,O,X,X
mantle,O,X,X
wished,O,X,X
himself,O,X,X
on,O,X,X
the,O,X,X
Garnet,O,X,X
Mountain,O,X,X
and,O,X,X
in,O,X,X
the,O,X,X
twinkling,O,X,X
of,O,X,X
an,O,X,X
eye,O,X,X
they,O,X,X
were,O,X,X
sitting,O,X,X
on,O,X,X
it,O,X,X
together,O,X,X
Precious,O,X,X
stones,O,X,X
were,O,X,X
glistening,O,X,X
on,O,X,X
every,O,X,X
side,O,X,X
so,O,X,X
that,O,X,X
it,O,X,X
was,O,X,X
a,O,X,X
joy,O,X,X
to,O,X,X
see,O,X,X
them,O,X,X
and,O,X,X
together,O,X,X
they,O,X,X
gathered,O,X,X
the,O,X,X
finest,O,X,X
and,O,X,X
costliest,O,X,X
of,O,X,X
them,O,X,X
Now,O,X,X
the,B,Old Woman,bad
old,I,Old Woman,bad
woman,I,Old Woman,bad
had,O,X,X
through,O,X,X
her,O,X,X
sorceries,O,X,X
contrived,O,X,X
that,O,X,X
the,O,X,X
eyes,O,X,X
of,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
should,O,X,X
become,O,X,X
heavy,O,X,X
He,O,X,X
said,O,X,X
to,O,X,X
the,B,Maiden,neutral
maiden,I,Maiden,neutral
We,O,X,X
will,O,X,X
sit,O,X,X
down,O,X,X
and,O,X,X
rest,O,X,X
awhile,O,X,X
I,O,X,X
am,O,X,X
so,O,X,X
tired,O,X,X
that,O,X,X
I,O,X,X
can,O,X,X
no,O,X,X
longer,O,X,X
stand,O,X,X
on,O,X,X
my,O,X,X
feet,O,X,X
Then,O,X,X
they,O,X,X
sat,O,X,X
down,O,X,X
and,O,X,X
he,O,X,X
laid,O,X,X
his,O,X,X
head,O,X,X
in,O,X,X
her,O,X,X
lap,O,X,X
and,O,X,X
fell,O,X,X
asleep,O,X,X
When,O,X,X
he,O,X,X
was,O,X,X
asleep,O,X,X
she,O,X,X
unfastened,O,X,X
the,O,X,X
mantle,O,X,X
from,O,X,X
his,O,X,X
shoulders,O,X,X
and,O,X,X
wrapped,O,X,X
herself,O,X,X
in,O,X,X
it,O,X,X
picked,O,X,X
up,O,X,X
the,O,X,X
garnets,O,X,X
and,O,X,X
stones,O,X,X
and,O,X,X
wished,O,X,X
herself,O,X,X
back,O,X,X
at,O,X,X
home,O,X,X
with,O,X,X
them,O,X,X
But,O,X,X
when,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
had,O,X,X
had,O,X,X
his,O,X,X
sleep,O,X,X
out,O,X,X
and,O,X,X
awoke,O,X,X
and,O,X,X
perceived,O,X,X
that,O,X,X
his,B,Maiden,bad
sweetheart,I,Maiden,bad
had,O,X,X
betrayed,O,X,X
him,O,X,X
and,O,X,X
left,O,X,X
him,O,X,X
alone,O,X,X
on,O,X,X
the,O,X,X
wild,O,X,X
mountain,O,X,X
he,O,X,X
said,O,X,X
Oh,O,X,X
what,O,X,X
treachery,O,X,X
there,O,X,X
is,O,X,X
in,O,X,X
the,O,X,X
world,O,X,X
and,O,X,X
sat,O,X,X
down,O,X,X
there,O,X,X
in,O,X,X
care,O,X,X
and,O,X,X
sorrow,O,X,X
not,O,X,X
knowing,O,X,X
what,O,X,X
to,O,X,X
do,O,X,X
But,O,X,X
the,O,X,X
mountain,O,X,X
belonged,O,X,X
to,O,X,X
some,O,X,X
wild,B,Giants,bad
and,I,Giants,bad
monstrous,I,Giants,bad
giants,I,Giants,bad
who,O,X,X
dwelt,O,X,X
thereon,O,X,X
and,O,X,X
lived,O,X,X
their,O,X,X
lives,O,X,X
there,O,X,X
and,O,X,X
he,O,X,X
had,O,X,X
not,O,X,X
sat,O,X,X
long,O,X,X
before,O,X,X
he,O,X,X
saw,O,X,X
three,O,X,X
of,O,X,X
them,O,X,X
coming,O,X,X
towards,O,X,X
him,O,X,X
so,O,X,X
he,O,X,X
lay,O,X,X
down,O,X,X
as,O,X,X
if,O,X,X
he,O,X,X
were,O,X,X
sunk,O,X,X
in,O,X,X
a,O,X,X
deep,O,X,X
sleep,O,X,X
Then,O,X,X
the,B,Giants,bad
giants,I,Giants,bad
came,O,X,X
up,O,X,X
and,O,X,X
the,O,X,X
first,O,X,X
kicked,O,X,X
him,O,X,X
with,O,X,X
his,O,X,X
foot,O,X,X
and,O,X,X
said,O,X,X
What,O,X,X
sort,O,X,X
of,O,X,X
an,O,X,X
earthworm,O,X,X
is,O,X,X
lying,O,X,X
curled,O,X,X
up,O,X,X
here,O,X,X
The,O,X,X
second,O,X,X
said,O,X,X
Step,O,X,X
upon,O,X,X
him,O,X,X
and,O,X,X
kill,O,X,X
him,O,X,X
But,O,X,X
the,O,X,X
third,O,X,X
said,O,X,X
That,O,X,X
would,O,X,X
indeed,O,X,X
be,O,X,X
worth,O,X,X
your,O,X,X
while,O,X,X
just,O,X,X
let,O,X,X
him,O,X,X
live,O,X,X
he,O,X,X
cannot,O,X,X
remain,O,X,X
here,O,X,X
and,O,X,X
when,O,X,X
he,O,X,X
climbs,O,X,X
higher,O,X,X
toward,O,X,X
the,O,X,X
summit,O,X,X
of,O,X,X
of,O,X,X
the,O,X,X
mountain,O,X,X
the,O,X,X
clouds,O,X,X
will,O,X,X
lay,O,X,X
hold,O,X,X
of,O,X,X
him,O,X,X
and,O,X,X
bear,O,X,X
him,O,X,X
away,O,X,X
So,O,X,X
saying,O,X,X
they,O,X,X
passed,O,X,X
by,O,X,X
But,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
had,O,X,X
paid,O,X,X
heed,O,X,X
to,O,X,X
their,O,X,X
words,O,X,X
and,O,X,X
as,O,X,X
soon,O,X,X
as,O,X,X
they,O,X,X
were,O,X,X
gone,O,X,X
he,O,X,X
rose,O,X,X
and,O,X,X
climbed,O,X,X
up,O,X,X
to,O,X,X
the,O,X,X
summit,O,X,X
of,O,X,X
the,O,X,X
mountain,O,X,X
and,O,X,X
when,O,X,X
he,O,X,X
had,O,X,X
sat,O,X,X
there,O,X,X
a,O,X,X
while,O,X,X
a,O,X,X
cloud,O,X,X
floated,O,X,X
towards,O,X,X
him,O,X,X
caught,O,X,X
him,O,X,X
up,O,X,X
carried,O,X,X
him,O,X,X
away,O,X,X
and,O,X,X
travelled,O,X,X
about,O,X,X
for,O,X,X
a,O,X,X
long,O,X,X
time,O,X,X
in,O,X,X
the,O,X,X
heavens,O,X,X
Then,O,X,X
it,O,X,X
sank,O,X,X
lower,O,X,X
and,O,X,X
let,O,X,X
itself,O,X,X
down,O,X,X
on,O,X,X
a,O,X,X
great,O,X,X
cabbagegarden,O,X,X
girt,O,X,X
round,O,X,X
by,O,X,X
walls,O,X,X
so,O,X,X
that,O,X,X
he,O,X,X
came,O,X,X
softly,O,X,X
to,O,X,X
the,O,X,X
ground,O,X,X
on,O,X,X
cabbages,O,X,X
and,O,X,X
vegetables,O,X,X
Then,O,X,X
the,B,Huntsman,neutral
huntsman,I,Huntsman,neutral
looked,O,X,X
about,O,X,X
him,O,X,X
and,O,X,X
said,O,X,X
If,O,X,X
I,O,X,X
had,O,X,X
but,O,X,X
something,O,X,X
to,O,X,X
eat,O,X,X
I,O,X,X
am,O,X,X
so,O,X,X
hungry,O,X,X
and,O,X,X
my,O,X,X
hunger,O,X,X
will,O,X,X
increase,O,X,X
in,O,X,X
course,O,X,X
of,O,X,X
time,O,X,X
but,O,X,X
I,O,X,X
see,O,X,X
here,O,X,X
neither,O,X,X
apples,O,X,X
nor,O,X,X
pears,O,X,X
nor,O,X,X
any,O,X,X
other,O,X,X
sort,O,X,X
of,O,X,X
fruit,O,X,X
everywhere,O,X,X
nothing,O,X,X
but,O,X,X
cabbages,O,X,X
but,O,X,X
at,O,X,X
length,O,X,X
he,O,X,X
thought,O,X,X
At,O,X,X
a,O,X,X
pinch,O,X,X
I,O,X,X
can,O,X,X
eat,O,X,X
some,O,X,X
of,O,X,X
the,O,X,X
leaves,O,X,X
