word,entity,name,alignment
a,B,Lord,good
rich,I,Lord,good
and,I,Lord,good
great,I,Lord,good
lord,I,Lord,good
had,O,X,X
some,O,X,X
money,O,X,X
stolen,O,X,X
Then,O,X,X
he,O,X,X
was,O,X,X
told,O,X,X
about,O,X,X
Doctor,B,Crabb,neutral
Knowall,I,Crabb,neutral
who,O,X,X
lived,O,X,X
in,O,X,X
such,O,X,X
and,O,X,X
such,O,X,X
a,O,X,X
village,O,X,X
and,O,X,X
must,O,X,X
know,O,X,X
what,O,X,X
had,O,X,X
become,O,X,X
of,O,X,X
the,O,X,X
money,O,X,X
So,O,X,X
the,B,Lord,neutral
lord,I,Lord,neutral
had,O,X,X
the,O,X,X
horses,O,X,X
put,O,X,X
in,O,X,X
his,O,X,X
carriage,O,X,X
drove,O,X,X
out,O,X,X
to,O,X,X
the,O,X,X
village,O,X,X
and,O,X,X
asked,O,X,X
Crabb,B,Crabb,neutral
if,O,X,X
he,O,X,X
were,O,X,X
Doctor,B,Crabb,neutral
Knowall,I,Crabb,neutral
Yes,O,X,X
he,O,X,X
was,O,X,X
he,O,X,X
said,O,X,X
Then,O,X,X
he,O,X,X
was,O,X,X
to,O,X,X
go,O,X,X
with,O,X,X
him,O,X,X
and,O,X,X
bring,O,X,X
back,O,X,X
the,O,X,X
stolen,O,X,X
money,O,X,X
Oh,O,X,X
yes,O,X,X
but,O,X,X
Grethe,B,Grethe,neutral
my,I,Grethe,neutral
wife,I,Grethe,neutral
must,O,X,X
go,O,X,X
too,O,X,X
The,B,Lord,neutral
lord,I,Lord,neutral
was,O,X,X
willing,O,X,X
and,O,X,X
let,O,X,X
both,O,X,X
of,O,X,X
them,O,X,X
have,O,X,X
a,O,X,X
seat,O,X,X
in,O,X,X
the,O,X,X
carriage,O,X,X
and,O,X,X
they,O,X,X
all,O,X,X
drove,O,X,X
away,O,X,X
together,O,X,X
When,O,X,X
they,O,X,X
came,O,X,X
to,O,X,X
the,O,X,X
noblemans,O,X,X
castle,O,X,X
the,O,X,X
table,O,X,X
was,O,X,X
spread,O,X,X
and,O,X,X
Crabb,B,Crabb,neutral
was,O,X,X
told,O,X,X
to,O,X,X
sit,O,X,X
down,O,X,X
and,O,X,X
eat,O,X,X
Yes,O,X,X
but,O,X,X
my,B,Grethe,neutral
wife,I,Grethe,neutral
Grethe,I,Grethe,neutral
too,O,X,X
said,O,X,X
he,O,X,X
and,O,X,X
he,O,X,X
seated,O,X,X
himself,O,X,X
with,O,X,X
her,O,X,X
at,O,X,X
the,O,X,X
table,O,X,X
And,O,X,X
when,O,X,X
the,B,Servant 1,neutral
first,I,Servant 1,neutral
servant,I,Servant 1,neutral
came,O,X,X
with,O,X,X
a,O,X,X
dish,O,X,X
of,O,X,X
delicate,O,X,X
fare,O,X,X
the,B,Crabb,neutral
peasant,I,Crabb,neutral
nudged,O,X,X
his,O,X,X
wife,O,X,X
and,O,X,X
said,O,X,X
Grethe,B,Grethe,neutral
that,O,X,X
was,O,X,X
the,O,X,X
first,O,X,X
meaning,O,X,X
that,O,X,X
was,O,X,X
the,B,Servant,neutral
servant,I,Servant,neutral
who,O,X,X
brought,O,X,X
the,O,X,X
first,O,X,X
dish,O,X,X
The,B,Servant 1,neutral
servant,I,Servant 1,neutral
however,O,X,X
thought,O,X,X
he,O,X,X
intended,O,X,X
by,O,X,X
that,O,X,X
to,O,X,X
say,O,X,X
That,O,X,X
is,O,X,X
the,B,Servant 1,bad
first,I,Servant 1,bad
thief,I,Servant 1,bad
and,O,X,X
as,O,X,X
he,O,X,X
actually,O,X,X
was,O,X,X
so,O,X,X
he,O,X,X
was,O,X,X
terrified,O,X,X
and,O,X,X
said,O,X,X
to,O,X,X
his,B,Thief 2,bad
comrade,I,Thief 2,bad
outside,O,X,X
The,B,Crabb,neutral
doctor,I,Crabb,neutral
knows,O,X,X
all,O,X,X
we,O,X,X
shall,O,X,X
fare,O,X,X
ill,O,X,X
he,O,X,X
said,O,X,X
I,O,X,X
was,O,X,X
the,O,X,X
first,O,X,X
The,B,Thief 2,bad
second,I,Thief 2,bad
did,O,X,X
not,O,X,X
want,O,X,X
to,O,X,X
go,O,X,X
in,O,X,X
at,O,X,X
all,O,X,X
but,O,X,X
was,O,X,X
forced,O,X,X
So,O,X,X
when,O,X,X
he,O,X,X
went,O,X,X
in,O,X,X
with,O,X,X
his,O,X,X
dish,O,X,X
the,B,Crabb,neutral
peasant,I,Crabb,neutral
nudged,O,X,X
his,B,Grethe,neutral
wife,I,Grethe,neutral
and,O,X,X
said,O,X,X
Grethe,B,Grethe,neutral
that,O,X,X
is,O,X,X
the,O,X,X
second,O,X,X
This,B,Thief 2,bad
servant,I,Thief 2,bad
was,O,X,X
just,O,X,X
as,O,X,X
much,O,X,X
alarmed,O,X,X
and,O,X,X
he,O,X,X
got,O,X,X
out,O,X,X
The,B,Thief 3,bad
third,I,Thief 3,bad
did,O,X,X
not,O,X,X
fare,O,X,X
better,O,X,X
for,O,X,X
the,B,Crabb,neutral
peasant,I,Crabb,neutral
again,O,X,X
said,O,X,X
Grethe,O,X,X
that,O,X,X
is,O,X,X
the,B,Thief 3,bad
third,I,Thief 3,bad
The,B,Thief 4,bad
fourth,I,Thief 4,bad
had,O,X,X
to,O,X,X
carry,O,X,X
in,O,X,X
a,O,X,X
dish,O,X,X
that,O,X,X
was,O,X,X
covered,O,X,X
and,O,X,X
the,B,Lord,neutral
lord,I,Lord,neutral
told,O,X,X
the,B,Crabb,neutral
doctor,I,Crabb,neutral
that,O,X,X
he,O,X,X
was,O,X,X
to,O,X,X
show,O,X,X
his,O,X,X
skill,O,X,X
and,O,X,X
guess,O,X,X
what,O,X,X
was,O,X,X
beneath,O,X,X
the,O,X,X
cover,O,X,X
The,B,Crabb,neutral
doctor,I,Crabb,neutral
looked,O,X,X
at,O,X,X
the,O,X,X
dish,O,X,X
had,O,X,X
no,O,X,X
idea,O,X,X
what,O,X,X
to,O,X,X
say,O,X,X
and,O,X,X
cried,O,X,X
Ah,O,X,X
poor,B,Crabb,neutral
Crabb,I,Crabb,neutral
When,O,X,X
the,B,Lord,neutral
lord,I,Lord,neutral
heard,O,X,X
that,O,X,X
he,O,X,X
cried,O,X,X
There,O,X,X
he,O,X,X
knows,O,X,X
it,O,X,X
he,O,X,X
knows,O,X,X
who,O,X,X
has,O,X,X
the,O,X,X
money,O,X,X
On,O,X,X
this,O,X,X
the,O,X,X
servants,O,X,X
looked,O,X,X
terribly,O,X,X
uneasy,O,X,X
and,O,X,X
made,O,X,X
a,O,X,X
sign,O,X,X
to,O,X,X
the,B,Crabb,neutral
doctor,I,Crabb,neutral
that,O,X,X
they,O,X,X
wished,O,X,X
him,O,X,X
to,O,X,X
step,O,X,X
outside,O,X,X
for,O,X,X
a,O,X,X
moment,O,X,X
When,O,X,X
therefore,O,X,X
he,O,X,X
went,O,X,X
out,O,X,X
all,O,X,X
four,O,X,X
of,O,X,X
them,O,X,X
confessed,O,X,X
to,O,X,X
him,O,X,X
that,O,X,X
they,O,X,X
had,O,X,X
stolen,O,X,X
the,O,X,X
money,O,X,X
and,O,X,X
said,O,X,X
that,O,X,X
they,O,X,X
would,O,X,X
willingly,O,X,X
restore,O,X,X
it,O,X,X
and,O,X,X
give,O,X,X
him,O,X,X
a,O,X,X
heavy,O,X,X
sum,O,X,X
into,O,X,X
the,O,X,X
bargain,O,X,X
if,O,X,X
he,O,X,X
would,O,X,X
not,O,X,X
denounce,O,X,X
them,O,X,X
for,O,X,X
if,O,X,X
he,O,X,X
did,O,X,X
they,O,X,X
would,O,X,X
be,O,X,X
hanged,O,X,X
They,O,X,X
led,O,X,X
him,O,X,X
to,O,X,X
the,O,X,X
spot,O,X,X
where,O,X,X
the,O,X,X
money,O,X,X
was,O,X,X
concealed,O,X,X
With,O,X,X
this,O,X,X
the,B,Crabb,good
doctor,I,Crabb,good
was,O,X,X
satisfied,O,X,X
and,O,X,X
returned,O,X,X
to,O,X,X
the,O,X,X
hall,O,X,X
sat,O,X,X
down,O,X,X
to,O,X,X
the,O,X,X
table,O,X,X
and,O,X,X
said,O,X,X
My,B,Lord,neutral
lord,I,Lord,neutral
now,O,X,X
will,O,X,X
I,O,X,X
search,O,X,X
in,O,X,X
my,O,X,X
book,O,X,X
where,O,X,X
the,O,X,X
gold,O,X,X
is,O,X,X
hidden,O,X,X
The,B,Servant 5,bad
fifth,I,Servant 5,bad
servant,I,Servant 5,bad
however,O,X,X
crept,O,X,X
into,O,X,X
the,O,X,X
stove,O,X,X
to,O,X,X
hear,O,X,X
if,O,X,X
the,B,Crabb,neutral
doctor,I,Crabb,neutral
knew,O,X,X
still,O,X,X
more,O,X,X
The,B,Crabb,neutral
Doctor,I,Crabb,neutral
however,O,X,X
sat,O,X,X
still,O,X,X
and,O,X,X
opened,O,X,X
his,O,X,X
A,O,X,X
B,O,X,X
C,O,X,X
book,O,X,X
turned,O,X,X
the,O,X,X
pages,O,X,X
backwards,O,X,X
and,O,X,X
forwards,O,X,X
and,O,X,X
looked,O,X,X
for,O,X,X
the,O,X,X
cock,O,X,X
As,O,X,X
he,O,X,X
could,O,X,X
not,O,X,X
find,O,X,X
it,O,X,X
immediately,O,X,X
he,O,X,X
said,O,X,X
I,O,X,X
know,O,X,X
you,O,X,X
are,O,X,X
there,O,X,X
so,O,X,X
you,O,X,X
had,O,X,X
better,O,X,X
show,O,X,X
yourself,O,X,X
Then,O,X,X
the,B,Servant 5,bad
fellow,I,Servant 5,bad
in,O,X,X
the,O,X,X
stove,O,X,X
thought,O,X,X
that,O,X,X
the,B,Crabb,neutral
doctor,I,Crabb,neutral
meant,O,X,X
him,O,X,X
and,O,X,X
full,O,X,X
of,O,X,X
terror,O,X,X
sprang,O,X,X
out,O,X,X
crying,O,X,X
That,O,X,X
man,O,X,X
knows,O,X,X
everything,O,X,X
Then,O,X,X
Dr,B,Crabb,neutral
Knowall,I,Crabb,neutral
showed,O,X,X
the,B,Lorad,neutral
count,I,Lorad,neutral
where,O,X,X
the,O,X,X
money,O,X,X
was,O,X,X
but,O,X,X
did,O,X,X
not,O,X,X
say,O,X,X
who,O,X,X
had,O,X,X
stolen,O,X,X
it,O,X,X
and,O,X,X
received,O,X,X
from,O,X,X
both,O,X,X
sides,O,X,X
much,O,X,X
money,O,X,X
in,O,X,X
reward,O,X,X
and,O,X,X
became,O,X,X
a,O,X,X
renowned,O,X,X
man,O,X,X
