word,entity,name,alignment
wolf,I,Wolf,bad
swallowed,O,X,X
down,O,X,X
the,O,X,X
pancakes,O,X,X
in,O,X,X
an,O,X,X
instant,O,X,X
and,O,X,X
said,O,X,X
They,O,X,X
make,O,X,X
one,O,X,X
want,O,X,X
more,O,X,X
and,O,X,X
went,O,X,X
thither,O,X,X
and,O,X,X
tore,O,X,X
the,O,X,X
whole,O,X,X
dish,O,X,X
down,O,X,X
so,O,X,X
that,O,X,X
it,O,X,X
broke,O,X,X
in,O,X,X
pieces,O,X,X
This,O,X,X
made,O,X,X
such,O,X,X
a,O,X,X
great,O,X,X
noise,O,X,X
that,O,X,X
the,B,Wife,neutral
woman,I,Wife,neutral
came,O,X,X
out,O,X,X
and,O,X,X
when,O,X,X
she,O,X,X
saw,O,X,X
the,B,Wolf,bad
wolf,I,Wolf,bad
she,O,X,X
called,O,X,X
the,B,People,neutral
people,I,People,neutral
who,O,X,X
hurried,O,X,X
there,O,X,X
and,O,X,X
beat,O,X,X
him,O,X,X
as,O,X,X
long,O,X,X
as,O,X,X
their,O,X,X
sticks,O,X,X
would,O,X,X
hold,O,X,X
together,O,X,X
till,O,X,X
with,O,X,X
two,O,X,X
lame,O,X,X
legs,O,X,X
and,O,X,X
howling,O,X,X
loudly,O,X,X
he,O,X,X
got,O,X,X
back,O,X,X
to,O,X,X
the,B,Fox,bad
fox,I,Fox,bad
in,O,X,X
the,O,X,X
forest,O,X,X
How,O,X,X
abominably,O,X,X
thou,O,X,X
hast,O,X,X
misled,O,X,X
me,O,X,X
cried,O,X,X
he,O,X,X
the,B,People,neutral
peasants,I,People,neutral
caught,O,X,X
me,O,X,X
and,O,X,X
tanned,O,X,X
my,O,X,X
skin,O,X,X
for,O,X,X
me,O,X,X
But,O,X,X
the,B,Fox,bad
fox,I,Fox,bad
replied,O,X,X
Why,O,X,X
art,O,X,X
thou,O,X,X
such,O,X,X
a,O,X,X
glutton,O,X,X
On,O,X,X
the,O,X,X
third,O,X,X
day,O,X,X
when,O,X,X
they,O,X,X
were,O,X,X
out,O,X,X
together,O,X,X
and,O,X,X
the,B,Wolf,bad
wolf,I,Wolf,bad
could,O,X,X
only,O,X,X
limp,O,X,X
along,O,X,X
painfully,O,X,X
he,O,X,X
again,O,X,X
said,O,X,X
Redfox,B,Fox,bad
get,O,X,X
me,O,X,X
something,O,X,X
to,O,X,X
eat,O,X,X
or,O,X,X
I,O,X,X
will,O,X,X
eat,O,X,X
thee,O,X,X
thyself,O,X,X
The,B,Fox,bad
fox,I,Fox,bad
answered,O,X,X
I,O,X,X
know,O,X,X
a,B,Farmer 2,neutral
man,I,Farmer 2,neutral
who,O,X,X
has,O,X,X
been,O,X,X
killing,O,X,X
and,O,X,X
the,O,X,X
salted,O,X,X
meat,O,X,X
is,O,X,X
lying,O,X,X
in,O,X,X
a,O,X,X
barrel,O,X,X
in,O,X,X
the,O,X,X
cellar,O,X,X
we,O,X,X
will,O,X,X
get,O,X,X
that,O,X,X
Said,O,X,X
the,B,Wolf,bad
wolf,I,Wolf,bad
I,O,X,X
will,O,X,X
go,O,X,X
when,O,X,X
thou,O,X,X
dost,O,X,X
that,O,X,X
thou,O,X,X
mayest,O,X,X
help,O,X,X
me,O,X,X
if,O,X,X
I,O,X,X
am,O,X,X
not,O,X,X
able,O,X,X
to,O,X,X
get,O,X,X
away,O,X,X
I,O,X,X
am,O,X,X
willing,O,X,X
said,O,X,X
the,B,Fox,bad
fox,I,Fox,bad
and,O,X,X
showed,O,X,X
him,O,X,X
the,O,X,X
bypaths,O,X,X
and,O,X,X
ways,O,X,X
by,O,X,X
which,O,X,X
at,O,X,X
length,O,X,X
they,O,X,X
reached,O,X,X
the,O,X,X
cellar,O,X,X
There,O,X,X
was,O,X,X
meat,O,X,X
in,O,X,X
abundance,O,X,X
and,O,X,X
the,B,Wolf,bad
wolf,I,Wolf,bad
attacked,O,X,X
it,O,X,X
instantly,O,X,X
and,O,X,X
thought,O,X,X
There,O,X,X
is,O,X,X
plenty,O,X,X
of,O,X,X
time,O,X,X
before,O,X,X
I,O,X,X
need,O,X,X
leave,O,X,X
off,O,X,X
The,B,Fox,bad
fox,I,Fox,bad
liked,O,X,X
it,O,X,X
also,O,X,X
but,O,X,X
looked,O,X,X
about,O,X,X
everywhere,O,X,X
and,O,X,X
often,O,X,X
ran,O,X,X
to,O,X,X
the,O,X,X
hole,O,X,X
by,O,X,X
which,O,X,X
they,O,X,X
had,O,X,X
come,O,X,X
in,O,X,X
and,O,X,X
tried,O,X,X
if,O,X,X
his,O,X,X
body,O,X,X
was,O,X,X
still,O,X,X
thin,O,X,X
enough,O,X,X
to,O,X,X
slip,O,X,X
through,O,X,X
it,O,X,X
The,B,Wolf,bad
wolf,I,Wolf,bad
said,O,X,X
Dear,O,X,X
fox,B,Fox,bad
tell,O,X,X
me,O,X,X
why,O,X,X
thou,O,X,X
art,O,X,X
running,O,X,X
here,O,X,X
and,O,X,X
there,O,X,X
so,O,X,X
much,O,X,X
and,O,X,X
jumping,O,X,X
in,O,X,X
and,O,X,X
out,O,X,X
I,O,X,X
must,O,X,X
see,O,X,X
that,O,X,X
no,O,X,X
one,O,X,X
is,O,X,X
coming,O,X,X
replied,O,X,X
the,B,Fox,bad
crafty,I,Fox,bad
fellow,I,Fox,bad
Dont,O,X,X
eat,O,X,X
too,O,X,X
much,O,X,X
Then,O,X,X
said,O,X,X
the,B,Wolf,bad
wolf,I,Wolf,bad
I,O,X,X
shall,O,X,X
not,O,X,X
leave,O,X,X
until,O,X,X
the,O,X,X
barrel,O,X,X
is,O,X,X
empty,O,X,X
In,O,X,X
the,O,X,X
meantime,O,X,X
the,B,Farmer 2,neutral
farmer,I,Farmer 2,neutral
who,O,X,X
had,O,X,X
heard,O,X,X
the,O,X,X
noise,O,X,X
of,O,X,X
the,B,Fox,bad
foxs,I,Fox,bad
jumping,O,X,X
came,O,X,X
into,O,X,X
the,O,X,X
cellar,O,X,X
When,O,X,X
the,B,Fox,bad
fox,I,Fox,bad
saw,O,X,X
him,O,X,X
he,O,X,X
was,O,X,X
out,O,X,X
of,O,X,X
the,O,X,X
hole,O,X,X
at,O,X,X
one,O,X,X
bound,O,X,X
The,B,Wolf,bad
wolf,I,Wolf,bad
wanted,O,X,X
to,O,X,X
follow,O,X,X
him,O,X,X
but,O,X,X
he,O,X,X
had,O,X,X
made,O,X,X
himself,O,X,X
so,O,X,X
fat,O,X,X
with,O,X,X
eating,O,X,X
that,O,X,X
he,O,X,X
could,O,X,X
no,O,X,X
longer,O,X,X
get,O,X,X
through,O,X,X
but,O,X,X
stuck,O,X,X
fast,O,X,X
Then,O,X,X
came,O,X,X
the,B,Farmer 2,neutral
farmer,I,Farmer 2,neutral
with,O,X,X
a,O,X,X
cudgel,O,X,X
and,O,X,X
struck,O,X,X
him,O,X,X
dead,O,X,X
but,O,X,X
the,B,Fox,bad
fox,I,Fox,bad
bounded,O,X,X
into,O,X,X
the,O,X,X
forest,O,X,X
glad,O,X,X
to,O,X,X
be,O,X,X
rid,O,X,X
of,O,X,X
the,B,Wolf,bad
old,I,Wolf,bad
glutton,I,Wolf,bad
