word,entity,name,alignment
had,O,X,X
brought,O,X,X
upon,O,X,X
other,O,X,X
lands,O,X,X
never,O,X,X
did,O,X,X
they,O,X,X
listen,O,X,X
to,O,X,X
the,O,X,X
groans,O,X,X
and,O,X,X
lamentations,O,X,X
from,O,X,X
cities,O,X,X
laid,O,X,X
waste,O,X,X
by,O,X,X
fire,O,X,X
The,B,Prince,bad
Prince,I,Prince,bad
gazed,O,X,X
upon,O,X,X
his,O,X,X
gold,O,X,X
looked,O,X,X
at,O,X,X
his,O,X,X
superb,O,X,X
buildings,O,X,X
and,O,X,X
thought,O,X,X
like,O,X,X
the,O,X,X
crowd,O,X,X
What,O,X,X
a,B,Prince,bad
great,I,Prince,bad
Prince,I,Prince,bad
But,O,X,X
I,O,X,X
must,O,X,X
have,O,X,X
more,O,X,X
much,O,X,X
more,O,X,X
There,O,X,X
is,O,X,X
no,O,X,X
power,O,X,X
that,O,X,X
can,O,X,X
equalmuch,O,X,X
less,O,X,X
surpassmine,O,X,X
And,O,X,X
so,O,X,X
he,O,X,X
warred,O,X,X
with,O,X,X
his,O,X,X
neighbors,O,X,X
until,O,X,X
all,O,X,X
were,O,X,X
defeated,O,X,X
The,B,Kings,neutral
conquered,I,Kings,neutral
kings,I,Kings,neutral
were,O,X,X
chained,O,X,X
to,O,X,X
his,O,X,X
chariot,O,X,X
with,O,X,X
chains,O,X,X
of,O,X,X
gold,O,X,X
when,O,X,X
he,O,X,X
drove,O,X,X
through,O,X,X
the,O,X,X
streets,O,X,X
and,O,X,X
when,O,X,X
he,O,X,X
sat,O,X,X
at,O,X,X
table,O,X,X
they,O,X,X
lay,O,X,X
at,O,X,X
the,O,X,X
feet,O,X,X
of,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
and,O,X,X
his,O,X,X
courtiers,B,Courtiers,neutral
eating,O,X,X
such,O,X,X
scraps,O,X,X
as,O,X,X
might,O,X,X
be,O,X,X
thrown,O,X,X
to,O,X,X
them,O,X,X
Now,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
had,O,X,X
his,O,X,X
own,O,X,X
statue,O,X,X
set,O,X,X
up,O,X,X
in,O,X,X
the,O,X,X
market,O,X,X
places,O,X,X
and,O,X,X
the,O,X,X
palaces,O,X,X
yes,O,X,X
he,O,X,X
would,O,X,X
even,O,X,X
have,O,X,X
set,O,X,X
it,O,X,X
in,O,X,X
the,O,X,X
churches,O,X,X
on,O,X,X
the,O,X,X
altars,O,X,X
but,O,X,X
to,O,X,X
this,O,X,X
the,B,Priests,good
priests,I,Priests,good
said,O,X,X
Prince,B,Prince,bad
you,O,X,X
are,O,X,X
great,O,X,X
but,O,X,X
God,B,God,good
is,O,X,X
greater,O,X,X
We,O,X,X
dare,O,X,X
not,O,X,X
obey,O,X,X
your,O,X,X
orders,O,X,X
Well,O,X,X
said,O,X,X
the,B,Prince,bad
evil,I,Prince,bad
Prince,I,Prince,bad
then,O,X,X
I,O,X,X
shall,O,X,X
conquer,O,X,X
God,B,God,good
too,O,X,X
In,O,X,X
the,O,X,X
pride,O,X,X
and,O,X,X
folly,O,X,X
of,O,X,X
his,O,X,X
heart,O,X,X
he,O,X,X
had,O,X,X
built,O,X,X
a,O,X,X
splendidly,O,X,X
constructed,O,X,X
ship,O,X,X
in,O,X,X
which,O,X,X
he,O,X,X
could,O,X,X
sail,O,X,X
through,O,X,X
the,O,X,X
air,O,X,X
It,O,X,X
was,O,X,X
as,O,X,X
colorful,O,X,X
as,O,X,X
a,O,X,X
peacocks,O,X,X
tail,O,X,X
and,O,X,X
seemed,O,X,X
decorated,O,X,X
with,O,X,X
a,O,X,X
thousand,O,X,X
eyes,O,X,X
but,O,X,X
each,O,X,X
eye,O,X,X
was,O,X,X
the,O,X,X
barrel,O,X,X
of,O,X,X
a,O,X,X
cannon,O,X,X
The,B,Prince,bad
Prince,I,Prince,bad
could,O,X,X
sit,O,X,X
in,O,X,X
the,O,X,X
center,O,X,X
of,O,X,X
the,O,X,X
ship,O,X,X
and,O,X,X
upon,O,X,X
his,O,X,X
touching,O,X,X
a,O,X,X
certain,O,X,X
button,O,X,X
a,O,X,X
thousand,O,X,X
bullets,O,X,X
would,O,X,X
stream,O,X,X
forth,O,X,X
and,O,X,X
the,O,X,X
guns,O,X,X
would,O,X,X
at,O,X,X
once,O,X,X
be,O,X,X
reloaded,O,X,X
Hundreds,O,X,X
of,O,X,X
strong,O,X,X
eagles,O,X,X
were,O,X,X
harnessed,O,X,X
to,O,X,X
the,O,X,X
ship,O,X,X
and,O,X,X
so,O,X,X
it,O,X,X
flew,O,X,X
away,O,X,X
up,O,X,X
and,O,X,X
up,O,X,X
toward,O,X,X
the,O,X,X
sun,O,X,X
Far,O,X,X
beneath,O,X,X
lay,O,X,X
the,O,X,X
earth,O,X,X
At,O,X,X
first,O,X,X
its,O,X,X
mountains,O,X,X
and,O,X,X
forests,O,X,X
appeared,O,X,X
like,O,X,X
a,O,X,X
plowed,O,X,X
field,O,X,X
with,O,X,X
a,O,X,X
tuft,O,X,X
of,O,X,X
green,O,X,X
peeping,O,X,X
out,O,X,X
here,O,X,X
and,O,X,X
there,O,X,X
from,O,X,X
the,O,X,X
sod,O,X,X
then,O,X,X
it,O,X,X
seemed,O,X,X
like,O,X,X
an,O,X,X
unrolled,O,X,X
map,O,X,X
and,O,X,X
finally,O,X,X
it,O,X,X
was,O,X,X
wholly,O,X,X
hidden,O,X,X
in,O,X,X
mists,O,X,X
and,O,X,X
clouds,O,X,X
as,O,X,X
the,O,X,X
eagles,O,X,X
flew,O,X,X
higher,O,X,X
and,O,X,X
higher,O,X,X
Then,O,X,X
God,B,God,good
sent,O,X,X
forth,O,X,X
a,O,X,X
single,O,X,X
one,O,X,X
of,O,X,X
His,O,X,X
countless,O,X,X
angels,B,Angel,good
and,O,X,X
immediately,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
let,O,X,X
fly,O,X,X
a,O,X,X
thousand,O,X,X
bullets,O,X,X
at,O,X,X
him,O,X,X
but,O,X,X
they,O,X,X
fell,O,X,X
back,O,X,X
like,O,X,X
hail,O,X,X
from,O,X,X
the,B,Angel,good
angels,I,Angel,good
shining,O,X,X
wings,O,X,X
Then,O,X,X
one,O,X,X
drop,O,X,X
of,O,X,X
bloodjust,O,X,X
onefell,O,X,X
from,O,X,X
one,O,X,X
of,O,X,X
the,B,Angel,good
angels,I,Angel,good
white,O,X,X
wing,O,X,X
feathers,O,X,X
onto,O,X,X
the,O,X,X
ship,O,X,X
of,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
There,O,X,X
it,O,X,X
burned,O,X,X
itself,O,X,X
into,O,X,X
it,O,X,X
and,O,X,X
its,O,X,X
weight,O,X,X
of,O,X,X
a,O,X,X
thousand,O,X,X
hundredweights,O,X,X
of,O,X,X
lead,O,X,X
hurled,O,X,X
the,O,X,X
ship,O,X,X
back,O,X,X
down,O,X,X
with,O,X,X
terrible,O,X,X
speed,O,X,X
to,O,X,X
the,O,X,X
earth,O,X,X
The,O,X,X
mighty,O,X,X
wings,O,X,X
of,O,X,X
the,O,X,X
eagles,O,X,X
were,O,X,X
broken,O,X,X
the,O,X,X
winds,O,X,X
roared,O,X,X
about,O,X,X
the,O,X,X
head,O,X,X
of,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
and,O,X,X
the,O,X,X
clouds,O,X,X
on,O,X,X
every,O,X,X
side,O,X,X
sprung,O,X,X
from,O,X,X
the,O,X,X
smoke,O,X,X
of,O,X,X
burned,O,X,X
cities,O,X,X
formed,O,X,X
themselves,O,X,X
into,O,X,X
menacing,O,X,X
shapes,O,X,X
Some,O,X,X
were,O,X,X
like,O,X,X
milelong,O,X,X
crabs,O,X,X
stretching,O,X,X
out,O,X,X
their,O,X,X
huge,O,X,X
claws,O,X,X
toward,O,X,X
him,O,X,X
others,O,X,X
were,O,X,X
like,O,X,X
tumbling,O,X,X
boulders,O,X,X
or,O,X,X
firebreathing,O,X,X
dragons,O,X,X
The,B,Prince,bad
Prince,I,Prince,bad
lay,O,X,X
half,O,X,X
dead,O,X,X
in,O,X,X
his,O,X,X
ship,O,X,X
until,O,X,X
it,O,X,X
was,O,X,X
finally,O,X,X
caught,O,X,X
in,O,X,X
the,O,X,X
tangled,O,X,X
branches,O,X,X
of,O,X,X
a,O,X,X
dense,O,X,X
forest,O,X,X
I,O,X,X
will,O,X,X
conquer,O,X,X
God,B,God,good
he,O,X,X
said,O,X,X
I,O,X,X
have,O,X,X
sworn,O,X,X
it,O,X,X
my,O,X,X
will,O,X,X
shall,O,X,X
be,O,X,X
done,O,X,X
Then,O,X,X
for,O,X,X
seven,O,X,X
years,O,X,X
he,O,X,X
built,O,X,X
other,O,X,X
magnificent,O,X,X
ships,O,X,X
in,O,X,X
which,O,X,X
to,O,X,X
sail,O,X,X
through,O,X,X
the,O,X,X
air,O,X,X
and,O,X,X
had,O,X,X
lightning,O,X,X
beams,O,X,X
forged,O,X,X
from,O,X,X
the,O,X,X
hardest,O,X,X
of,O,X,X
steels,O,X,X
to,O,X,X
batter,O,X,X
down,O,X,X
the,O,X,X
battlements,O,X,X
of,O,X,X
heaven,O,X,X
itself,O,X,X
From,O,X,X
all,O,X,X
the,O,X,X
conquered,O,X,X
countries,O,X,X
he,O,X,X
assembled,O,X,X
vast,O,X,X
armies,O,X,X
which,O,X,X
when,O,X,X
formed,O,X,X
in,O,X,X
battle,O,X,X
array,O,X,X
covered,O,X,X
mile,O,X,X
after,O,X,X
mile,O,X,X
of,O,X,X
ground,O,X,X
They,O,X,X
embarked,O,X,X
in,O,X,X
the,O,X,X
magnificent,O,X,X
ships,O,X,X
but,O,X,X
as,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
approached,O,X,X
his,O,X,X
own,O,X,X
God,B,God,good
sent,O,X,X
forth,O,X,X
a,O,X,X
swarm,O,X,X
of,O,X,X
gnatsjust,O,X,X
one,O,X,X
little,O,X,X
swarmwhich,O,X,X
buzzed,O,X,X
about,O,X,X
the,B,Prince,bad
Prince,I,Prince,bad
and,O,X,X
stung,O,X,X
his,O,X,X
face,O,X,X
and,O,X,X
hands,O,X,X
In,O,X,X
rage,O,X,X
he,O,X,X
drew,O,X,X
his,O,X,X
sword,O,X,X
but,O,X,X
he,O,X,X
could,O,X,X
cut,O,X,X
only,O,X,X
the,O,X,X
empty,O,X,X
air,O,X,X
he,O,X,X
could,O,X,X
not,O,X,X
strike,O,X,X
the,O,X,X
gnats,O,X,X
Then,O,X,X
he,O,X,X
ordered,O,X,X
that,O,X,X
he,O,X,X
be,O,X,X
brought,O,X,X
costly,O,X,X
cloths,O,X,X
which,O,X,X
were,O,X,X
to,O,X,X
be,O,X,X
wrapped,O,X,X
around,O,X,X
him,O,X,X
so,O,X,X
that,O,X,X
no,O,X,X
gnat,O,X,X
could,O,X,X
reach,O,X,X
him,O,X,X
with,O,X,X
its,O,X,X
sting,O,X,X
His,O,X,X
orders,O,X,X
were,O,X,X
carried,O,X,X
out,O,X,X
but,O,X,X
one,O,X,X
little,O,X,X
gnat,O,X,X
had,O,X,X
concealed,O,X,X
itself,O,X,X
in,O,X,X
the,O,X,X
innermost,O,X,X
covering,O,X,X
and,O,X,X
now,O,X,X
it,O,X,X
crept,O,X,X
into,O,X,X
the,B,Prince,bad
Princes,I,Prince,bad
ear,O,X,X
and,O,X,X
stung,O,X,X
him,O,X,X
It,O,X,X
smarted,O,X,X
like,O,X,X
fire,O,X,X
and,O,X,X
the,O,X,X
poison,O,X,X
rushed,O,X,X
into,O,X,X
his,O,X,X
brain,O,X,X
he,O,X,X
tore,O,X,X
the,O,X,X
clothes,O,X,X
loose,O,X,X
and,O,X,X
flung,O,X,X
them,O,X,X
far,O,X,X
away,O,X,X
from,O,X,X
him,O,X,X
rent,O,X,X
his,O,X,X
garments,O,X,X
into,O,X,X
rags,O,X,X
and,O,X,X
danced,O,X,X
naked,O,X,X
before,O,X,X
the,B,Soldiers,bad
rugged,I,Soldiers,bad
and,I,Soldiers,bad
savage,I,Soldiers,bad
soldiers,I,Soldiers,bad
Now,O,X,X
they,O,X,X
could,O,X,X
only,O,X,X
mock,O,X,X
at,O,X,X
the,B,Prince,bad
mad,I,Prince,bad
Prince,I,Prince,bad
who,O,X,X
had,O,X,X
started,O,X,X
out,O,X,X
to,O,X,X
conquer,O,X,X
God,B,God,good
and,O,X,X
had,O,X,X
been,O,X,X
himself,O,X,X
conquered,O,X,X
by,O,X,X
a,O,X,X
single,O,X,X
little,O,X,X
gnat,O,X,X
