word,entity,name,alignment
The,O,X,X
colors,O,X,X
of,O,X,X
all,O,X,X
the,O,X,X
flowers,O,X,X
were,O,X,X
as,O,X,X
brilliant,O,X,X
as,O,X,X
flames,O,X,X
In,O,X,X
their,O,X,X
midst,O,X,X
stood,O,X,X
a,B,Maiden,neutral
maiden,I,Maiden,neutral
slender,O,X,X
and,O,X,X
lovely,O,X,X
It,O,X,X
seemed,O,X,X
as,O,X,X
if,O,X,X
a,O,X,X
radiance,O,X,X
came,O,X,X
from,O,X,X
her,O,X,X
too,O,X,X
It,O,X,X
actually,O,X,X
hurt,O,X,X
his,O,X,X
eyes,O,X,X
but,O,X,X
that,O,X,X
was,O,X,X
because,O,X,X
he,O,X,X
had,O,X,X
opened,O,X,X
them,O,X,X
too,O,X,X
wide,O,X,X
in,O,X,X
his,O,X,X
sudden,O,X,X
awakening,O,X,X
One,O,X,X
leap,O,X,X
and,O,X,X
he,O,X,X
was,O,X,X
out,O,X,X
of,O,X,X
bed,O,X,X
Without,O,X,X
a,O,X,X
sound,O,X,X
he,O,X,X
looked,O,X,X
out,O,X,X
through,O,X,X
his,O,X,X
curtains,O,X,X
but,O,X,X
the,B,Maiden,neutral
maiden,I,Maiden,neutral
was,O,X,X
gone,O,X,X
The,O,X,X
flowers,O,X,X
were,O,X,X
no,O,X,X
longer,O,X,X
radiant,O,X,X
though,O,X,X
they,O,X,X
bloomed,O,X,X
as,O,X,X
fresh,O,X,X
and,O,X,X
fair,O,X,X
as,O,X,X
usual,O,X,X
The,O,X,X
door,O,X,X
was,O,X,X
ajar,O,X,X
and,O,X,X
through,O,X,X
it,O,X,X
came,O,X,X
music,O,X,X
so,O,X,X
lovely,O,X,X
and,O,X,X
soft,O,X,X
that,O,X,X
one,O,X,X
could,O,X,X
really,O,X,X
feel,O,X,X
very,O,X,X
romantic,O,X,X
about,O,X,X
it,O,X,X
It,O,X,X
was,O,X,X
like,O,X,X
magic,O,X,X
But,O,X,X
who,O,X,X
lived,O,X,X
there,O,X,X
What,O,X,X
entrance,O,X,X
did,O,X,X
they,O,X,X
use,O,X,X
Facing,O,X,X
the,O,X,X
street,O,X,X
the,O,X,X
lower,O,X,X
floor,O,X,X
of,O,X,X
the,O,X,X
house,O,X,X
was,O,X,X
a,O,X,X
row,O,X,X
of,O,X,X
shops,O,X,X
and,O,X,X
people,O,X,X
couldnt,O,X,X
run,O,X,X
through,O,X,X
them,O,X,X
all,O,X,X
the,O,X,X
time,O,X,X
On,O,X,X
another,O,X,X
evening,O,X,X
the,B,Scholar,good
stranger,I,Scholar,good
sat,O,X,X
out,O,X,X
on,O,X,X
his,O,X,X
balcony,O,X,X
The,O,X,X
candle,O,X,X
burned,O,X,X
in,O,X,X
the,O,X,X
room,O,X,X
behind,O,X,X
him,O,X,X
so,O,X,X
naturally,O,X,X
his,O,X,X
shadow,B,Old Shadow,bad
was,O,X,X
cast,O,X,X
on,O,X,X
the,O,X,X
wall,O,X,X
across,O,X,X
the,O,X,X
street,O,X,X
Yes,O,X,X
there,O,X,X
it,O,X,X
sat,O,X,X
among,O,X,X
the,O,X,X
flowers,O,X,X
and,O,X,X
when,O,X,X
the,B,Scholar,good
stranger,I,Scholar,good
moved,O,X,X
it,O,X,X
moved,O,X,X
with,O,X,X
him,O,X,X
I,O,X,X
believe,O,X,X
my,O,X,X
shadow,B,Old Shadow,bad
is,O,X,X
the,O,X,X
only,O,X,X
living,O,X,X
thing,O,X,X
to,O,X,X
be,O,X,X
seen,O,X,X
over,O,X,X
there,O,X,X
the,B,Scholar,good
scholar,I,Scholar,good
thought,O,X,X
to,O,X,X
himself,O,X,X
See,O,X,X
how,O,X,X
he,O,X,X
makes,O,X,X
himself,O,X,X
at,O,X,X
home,O,X,X
among,O,X,X
the,O,X,X
flowers,O,X,X
The,O,X,X
door,O,X,X
stands,O,X,X
ajar,O,X,X
and,O,X,X
if,O,X,X
my,O,X,X
shadow,B,Old Shadow,bad
were,O,X,X
clever,O,X,X
hed,O,X,X
step,O,X,X
in,O,X,X
have,O,X,X
a,O,X,X
look,O,X,X
around,O,X,X
and,O,X,X
come,O,X,X
back,O,X,X
to,O,X,X
tell,O,X,X
me,O,X,X
what,O,X,X
he,O,X,X
had,O,X,X
seen,O,X,X
Yes,O,X,X
he,O,X,X
said,O,X,X
as,O,X,X
a,O,X,X
joke,O,X,X
you,O,X,X
ought,O,X,X
to,O,X,X
make,O,X,X
yourself,O,X,X
useful,O,X,X
Kindly,O,X,X
step,O,X,X
inside,O,X,X
Well,O,X,X
arent,O,X,X
you,O,X,X
going,O,X,X
He,O,X,X
nodded,O,X,X
to,O,X,X
the,O,X,X
shadow,O,X,X
and,O,X,X
the,O,X,X
shadow,O,X,X
nodded,O,X,X
back,O,X,X
Run,O,X,X
along,O,X,X
now,O,X,X
but,O,X,X
be,O,X,X
sure,O,X,X
to,O,X,X
come,O,X,X
back,O,X,X
The,B,Scholar,good
stranger,I,Scholar,good
rose,O,X,X
and,O,X,X
his,O,X,X
shadow,B,Old Shadow,bad
across,O,X,X
the,O,X,X
street,O,X,X
rose,O,X,X
with,O,X,X
him,O,X,X
The,B,Scholar,good
stranger,I,Scholar,good
turned,O,X,X
around,O,X,X
and,O,X,X
his,O,X,X
shadow,B,Old Shadow,bad
turned,O,X,X
too,O,X,X
If,O,X,X
anyone,O,X,X
had,O,X,X
been,O,X,X
watching,O,X,X
closely,O,X,X
he,O,X,X
would,O,X,X
have,O,X,X
seen,O,X,X
the,B,Old Shadow,bad
shadow,I,Old Shadow,bad
enter,O,X,X
the,O,X,X
halfopen,O,X,X
balcony,O,X,X
door,O,X,X
in,O,X,X
the,O,X,X
house,O,X,X
across,O,X,X
the,O,X,X
way,O,X,X
at,O,X,X
the,O,X,X
same,O,X,X
instant,O,X,X
that,O,X,X
the,B,Scholar,good
stranger,I,Scholar,good
returned,O,X,X
to,O,X,X
his,O,X,X
room,O,X,X
and,O,X,X
the,O,X,X
curtain,O,X,X
fell,O,X,X
behind,O,X,X
him,O,X,X
Next,O,X,X
morning,O,X,X
when,O,X,X
the,B,Scholar,good
scholar,I,Scholar,good
went,O,X,X
out,O,X,X
to,O,X,X
take,O,X,X
his,O,X,X
coffee,O,X,X
and,O,X,X
read,O,X,X
the,O,X,X
newspapers,O,X,X
he,O,X,X
said,O,X,X
Whats,O,X,X
this,O,X,X
as,O,X,X
he,O,X,X
came,O,X,X
out,O,X,X
in,O,X,X
the,O,X,X
sunshine,O,X,X
I,O,X,X
havent,O,X,X
any,O,X,X
shadow,B,Old Shadow,bad
So,O,X,X
it,O,X,X
really,O,X,X
did,O,X,X
go,O,X,X
away,O,X,X
last,O,X,X
night,O,X,X
and,O,X,X
it,O,X,X
stayed,O,X,X
away,O,X,X
Isnt,O,X,X
that,O,X,X
annoying,O,X,X
What,O,X,X
annoyed,O,X,X
him,O,X,X
most,O,X,X
was,O,X,X
not,O,X,X
so,O,X,X
much,O,X,X
the,O,X,X
loss,O,X,X
of,O,X,X
his,O,X,X
shadow,B,Old Shadow,bad
but,O,X,X
the,O,X,X
knowledge,O,X,X
that,O,X,X
there,O,X,X
was,O,X,X
already,O,X,X
a,O,X,X
story,O,X,X
about,O,X,X
a,O,X,X
man,O,X,X
without,O,X,X
a,O,X,X
shadow,O,X,X
All,O,X,X
the,O,X,X
people,O,X,X
at,O,X,X
home,O,X,X
knew,O,X,X
that,O,X,X
story,O,X,X
If,O,X,X
he,O,X,X
went,O,X,X
back,O,X,X
and,O,X,X
told,O,X,X
them,O,X,X
his,O,X,X
story,O,X,X
they,O,X,X
would,O,X,X
say,O,X,X
he,O,X,X
was,O,X,X
just,O,X,X
imitating,O,X,X
the,O,X,X
old,O,X,X
one,O,X,X
He,O,X,X
did,O,X,X
not,O,X,X
care,O,X,X
to,O,X,X
be,O,X,X
called,O,X,X
unoriginal,O,X,X
so,O,X,X
he,O,X,X
decided,O,X,X
to,O,X,X
say,O,X,X
nothing,O,X,X
about,O,X,X
it,O,X,X
which,O,X,X
was,O,X,X
the,O,X,X
most,O,X,X
sensible,O,X,X
thing,O,X,X
to,O,X,X
do,O,X,X
That,O,X,X
evening,O,X,X
he,O,X,X
again,O,X,X
went,O,X,X
out,O,X,X
on,O,X,X
the,O,X,X
balcony,O,X,X
He,O,X,X
had,O,X,X
placed,O,X,X
the,O,X,X
candle,O,X,X
directly,O,X,X
behind,O,X,X
him,O,X,X
because,O,X,X
he,O,X,X
knew,O,X,X
that,O,X,X
a,B,Old Shadow,bad
shadow,I,Old Shadow,bad
always,O,X,X
likes,O,X,X
to,O,X,X
use,O,X,X
its,O,X,X
master,O,X,X
as,O,X,X
a,O,X,X
screen,O,X,X
but,O,X,X
he,O,X,X
could,O,X,X
not,O,X,X
coax,O,X,X
it,O,X,X
forth,O,X,X
He,O,X,X
made,O,X,X
himself,O,X,X
short,O,X,X
and,O,X,X
he,O,X,X
made,O,X,X
himself,O,X,X
tall,O,X,X
but,O,X,X
there,O,X,X
was,O,X,X
no,O,X,X
shadow,B,Old Shadow,bad
It,O,X,X
didnt,O,X,X
come,O,X,X
forth,O,X,X
He,O,X,X
hemmed,O,X,X
and,O,X,X
he,O,X,X
hawed,O,X,X
but,O,X,X
it,O,X,X
was,O,X,X
no,O,X,X
use,O,X,X
This,O,X,X
was,O,X,X
very,O,X,X
vexing,O,X,X
but,O,X,X
in,O,X,X
the,O,X,X
hot,O,X,X
countries,O,X,X
everything,O,X,X
grows,O,X,X
most,O,X,X
rapidly,O,X,X
and,O,X,X
in,O,X,X
a,O,X,X
week,O,X,X
or,O,X,X
so,O,X,X
he,O,X,X
noticed,O,X,X
with,O,X,X
great,O,X,X
satisfaction,O,X,X
that,O,X,X
when,O,X,X
he,O,X,X
went,O,X,X
out,O,X,X
in,O,X,X
the,O,X,X
sunshine,O,X,X
a,B,New Shadow,neutral
new,I,New Shadow,neutral
shadow,I,New Shadow,neutral
was,O,X,X
growing,O,X,X
at,O,X,X
his,O,X,X
feet,O,X,X
The,O,X,X
root,O,X,X
must,O,X,X
have,O,X,X
been,O,X,X
left,O,X,X
with,O,X,X
him,O,X,X
In,O,X,X
three,O,X,X
weeks,O,X,X
time,O,X,X
he,O,X,X
had,O,X,X
a,O,X,X
very,O,X,X
presentable,O,X,X
shadow,B,New Shadow,neutral
and,O,X,X
as,O,X,X
he,O,X,X
started,O,X,X
north,O,X,X
again,O,X,X
it,O,X,X
grew,O,X,X
longer,O,X,X
and,O,X,X
longer,O,X,X
until,O,X,X
it,O,X,X
got,O,X,X
so,O,X,X
long,O,X,X
and,O,X,X
large,O,X,X
that,O,X,X
half,O,X,X
of,O,X,X
it,O,X,X
would,O,X,X
have,O,X,X
been,O,X,X
quite,O,X,X
sufficient,O,X,X
The,B,Scholar,good
learned,I,Scholar,good
man,I,Scholar,good
went,O,X,X
home,O,X,X
and,O,X,X
wrote,O,X,X
books,O,X,X
about,O,X,X
those,O,X,X
things,O,X,X
in,O,X,X
the,O,X,X
world,O,X,X
that,O,X,X
are,O,X,X
true,O,X,X
that,O,X,X
are,O,X,X
good,O,X,X
and,O,X,X
that,O,X,X
are,O,X,X
beautiful,O,X,X
The,O,X,X
days,O,X,X
went,O,X,X
by,O,X,X
and,O,X,X
the,O,X,X
years,O,X,X
went,O,X,X
past,O,X,X
many,O,X,X
many,O,X,X
years,O,X,X
in,O,X,X
fact,O,X,X
Then,O,X,X
one,O,X,X
evening,O,X,X
when,O,X,X
he,O,X,X
was,O,X,X
sitting,O,X,X
in,O,X,X
his,O,X,X
room,O,X,X
he,O,X,X
heard,O,X,X
a,O,X,X
soft,O,X,X
tapping,O,X,X
at,O,X,X
his,O,X,X
door,O,X,X
Come,O,X,X
in,O,X,X
said,O,X,X
he,O,X,X
but,O,X,X
no,O,X,X
one,O,X,X
came,O,X,X
in,O,X,X
He,O,X,X
opened,O,X,X
the,O,X,X
door,O,X,X
and,O,X,X
was,O,X,X
confronted,O,X,X
by,O,X,X
a,B,Old Shadow,bad
man,I,Old Shadow,bad
so,O,X,X
extremely,O,X,X
thin,O,X,X
that,O,X,X
it,O,X,X
gave,O,X,X
him,O,X,X
a,O,X,X
strange,O,X,X
feeling,O,X,X
However,O,X,X
the,B,Old Shadow,bad
man,I,Old Shadow,bad
was,O,X,X
faultlessly,O,X,X
dressed,O,X,X
and,O,X,X
looked,O,X,X
like,O,X,X
a,O,X,X
person,O,X,X
of,O,X,X
distinction,O,X,X
With,O,X,X
whom,O,X,X
do,O,X,X
I,O,X,X
have,O,X,X
the,O,X,X
honor,O,X,X
of,O,X,X
speaking,O,X,X
the,B,Scholar,good
scholar,I,Scholar,good
asked,O,X,X
Ah,O,X,X
said,O,X,X
the,O,X,X
distinguished,O,X,X
visitor,O,X,X
I,O,X,X
thought,O,X,X
you,O,X,X
wouldnt,O,X,X
recognize,O,X,X
me,O,X,X
now,O,X,X
that,O,X,X
Ive,O,X,X
put,O,X,X
real,O,X,X
flesh,O,X,X
on,O,X,X
my,O,X,X
body,O,X,X
and,O,X,X
wear,O,X,X
clothes,O,X,X
I,O,X,X
dont,O,X,X
suppose,O,X,X
you,O,X,X
ever,O,X,X
expected,O,X,X
to,O,X,X
see,O,X,X
me,O,X,X
in,O,X,X
such,O,X,X
fine,O,X,X
condition,O,X,X
Dont,O,X,X
you,O,X,X
know,O,X,X
your,O,X,X
old,B,Old Shadow,bad
shadow,I,Old Shadow,bad
You,O,X,X
must,O,X,X
have,O,X,X
thought,O,X,X
Id,O,X,X
never,O,X,X
come,O,X,X
back,O,X,X
Things,O,X,X
have,O,X,X
gone,O,X,X
remarkably,O,X,X
well,O,X,X
with,O,X,X
me,O,X,X
since,O,X,X
I,O,X,X
was,O,X,X
last,O,X,X
with,O,X,X
you,O,X,X
Ive,O,X,X
thrived,O,X,X
in,O,X,X
every,O,X,X
way,O,X,X
and,O,X,X
if,O,X,X
I,O,X,X
have,O,X,X
to,O,X,X
buy,O,X,X
my,O,X,X
freedom,O,X,X
I,O,X,X
can,O,X,X
He,O,X,X
rattled,O,X,X
a,O,X,X
bunch,O,X,X
of,O,X,X
valuable,O,X,X
charms,O,X,X
that,O,X,X
hung,O,X,X
from,O,X,X
his,O,X,X
watch,O,X,X
and,O,X,X
fingered,O,X,X
the,O,X,X
massive,O,X,X
gold,O,X,X
chain,O,X,X
he,O,X,X
wore,O,X,X
around,O,X,X
his,O,X,X
neck,O,X,X
Ho,O,X,X
how,O,X,X
his,O,X,X
fingers,O,X,X
flashed,O,X,X
with,O,X,X
diamond,O,X,X
rings,O,X,X
and,O,X,X
all,O,X,X
this,O,X,X
jewelry,O,X,X
was,O,X,X
real,O,X,X
No,O,X,X
I,O,X,X
cant,O,X,X
get,O,X,X
over,O,X,X
it,O,X,X
said,O,X,X
the,O,X,X
scholar,O,X,X
What,O,X,X
does,O,X,X
it,O,X,X
all,O,X,X
mean,O,X,X
Nothing,O,X,X
ordinary,O,X,X
you,O,X,X
may,O,X,X
be,O,X,X
sure,O,X,X
said,O,X,X
the,B,Old Shadow,bad
shadow,I,Old Shadow,bad
But,O,X,X
you,O,X,X
are,O,X,X
no,O,X,X
ordinary,O,X,X
person,O,X,X
and,O,X,X
I,O,X,X
as,O,X,X
you,O,X,X
know,O,X,X
have,O,X,X
followed,O,X,X
in,O,X,X
your,O,X,X
footsteps,O,X,X
from,O,X,X
childhood,O,X,X
As,O,X,X
soon,O,X,X
as,O,X,X
you,O,X,X
thought,O,X,X
me,O,X,X
sufficiently,O,X,X
experienced,O,X,X
to,O,X,X
strike,O,X,X
out,O,X,X
in,O,X,X
the,O,X,X
world,O,X,X
for,O,X,X
myself,O,X,X
I,O,X,X
went,O,X,X
my,O,X,X
way,O,X,X
I,O,X,X
have,O,X,X
been,O,X,X
immeasurably,O,X,X
successful,O,X,X
But,O,X,X
I,O,X,X
felt,O,X,X
a,O,X,X
sort,O,X,X
of,O,X,X
longing,O,X,X
to,O,X,X
see,O,X,X
you,O,X,X
again,O,X,X
before,O,X,X
you,O,X,X
die,O,X,X
as,O,X,X
I,O,X,X
suppose,O,X,X
you,O,X,X
must,O,X,X
and,O,X,X
I,O,X,X
wanted,O,X,X
to,O,X,X
see,O,X,X
this,O,X,X
country,O,X,X
again,O,X,X
You,O,X,X
know,O,X,X
how,O,X,X
one,O,X,X
loves,O,X,X
his,O,X,X
native,O,X,X
land,O,X,X
I,O,X,X
know,O,X,X
that,O,X,X
you,O,X,X
have,O,X,X
got,O,X,X
hold,O,X,X
of,O,X,X
another,O,X,X
shadow,B,New Shadow,neutral
Do,O,X,X
I,O,X,X
owe,O,X,X
anything,O,X,X
to,O,X,X
either,O,X,X
of,O,X,X
you,O,X,X
Be,O,X,X
kind,O,X,X
enough,O,X,X
to,O,X,X
let,O,X,X
me,O,X,X
know,O,X,X
Well,O,X,X
Is,O,X,X
it,O,X,X
really,O,X,X
you,O,X,X
said,O,X,X
the,B,Scholar,good
scholar,I,Scholar,good
Why,O,X,X
this,O,X,X
is,O,X,X
most,O,X,X
extraordinary,O,X,X
